Developer,Publisher,Genres,Product Rating,User Ratings Count,Best-seller,year
Blue Tongue Entertainment,Universal Interactive,Tycoon,Rated T For Teen,20.0,1,2003
People Can Fly,Electronic Arts,FPS,Rated M For Mature,492.0,1,2011
Red Tribe,Brash Entertainment,3D Fighting,Rated T For Teen,13.0,0,2008
Realtime Worlds,Electronic Arts,MMORPG,Rated M For Mature,81.0,0,2010
Team Ninja,Tecmo,3D Fighting,Rated M For Mature,119.0,1,2005
Crytek,Deep Silver,Tactical FPS,Rated M For Mature,214.0,0,2020
Ubisoft Montreal,Ubisoft,Tactical FPS,Rated M For Mature,70.0,1,2003
NovaLogic,NovaLogic,Tactical FPS,Rated T For Teen,50.0,0,2000
SCEE London Studio,Sony Interactive Entertainment,Light Gun,Rated M For Mature,263.0,1,2019
Relic Entertainment,THQ,Real-Time Strategy,Rated M For Mature,164.0,1,2007
Backbone Entertainment,Konami,Top-Down Shoot-'Em-Up,Rated M For Mature,8.0,0,2011
Rockstar North,Rockstar Games,Open-World Action,Rated M For Mature,3467.0,1,2004
Ubisoft,Ubisoft,Dancing,Rated E +10 For Everyone +10,19.0,0,2021
Osmotic Studios,Fellow Traveller,Point-and-Click,Rated M For Mature,149.0,0,2016
Team17,SCEA,Action Puzzle,Rated E For Everyone,13.0,1,2006
WinkySoft,Konami,Action Adventure,Rated T For Teen,7.0,0,2004
DONTNOD Entertainment,Square Enix,Third-Person Adventure,Rated M For Mature,56.0,0,2019
Black Forest Games,THQ Nordic,2D Platformer,Rated E For Everyone,16.0,1,2018
Light Weight,SCEA,3D Fighting,Rated T For Teen,35.0,1,1997
Criterion Games,Electronic Arts,Auto Racing,Rated E +10 For Everyone +10,156.0,0,2020
Grendel Games,Grendel Games,Action,Rated E +10 For Everyone +10,8.0,1,2015
Game Freak,Nintendo,Trainer RPG,Rated E For Everyone,408.0,0,2019
GREZZO,Nintendo,Open-World Action,Rated E For Everyone,1813.0,1,2019
Decemberborn Interactive,Decemberborn Interactive,Metroidvania,Rated E +10 For Everyone +10,10.0,0,2021
Meteorise,XSEED Games,Rhythm,Rated M For Mature,43.0,0,2014
Q Entertainment,Ubisoft,Matching Puzzle,Rated E For Everyone,91.0,1,2012
MachineGames,Bethesda Softworks,FPS,Rated M For Mature,1705.0,1,2017
Triumph Studios,Gathering,Turn-Based Strategy,Rated T For Teen,98.0,1,2002
Atlus,Atlus,JRPG,Rated M For Mature,5674.0,1,2017
Big Time Software,Battlefront.com,Real-Time Strategy,Rated T For Teen,16.0,1,2003
Ganbarion,Bandai Namco Games,Action Adventure,Rated T For Teen,54.0,0,2014
Namco Bandai Games,Namco Bandai Games,3D Fighting,Rated T For Teen,240.0,1,2009
Paragon Studios,NCSOFT,MMORPG,Rated T For Teen,11.0,0,2005
Just Add Water,Just Add Water,Top-Down Shoot-'Em-Up,Rated E For Everyone,11.0,0,2014
Climax Entertainment,Interplay,Auto Racing,Rated T For Teen,6.0,0,2000
Treasure,Sega,Action RPG,Rated T For Teen,32.0,1,2011
CyberConnect2,Bandai Namco Games,3D Fighting,Rated T For Teen,44.0,1,2020
Alawar Premium,Alawar Premium,2D Platformer,Rated T For Teen,15.0,0,2021
Ganbarion,Namco Bandai Games,3D Fighting,Rated T For Teen,16.0,1,2006
Free Lives,Devolver Digital,3D Beat-'Em-Up,Rated M For Mature,13.0,0,2020
From Software,Sega,Action Adventure,Rated T For Teen,13.0,1,2004
Amuze,Acclaim,Action Adventure,Rated M For Mature,15.0,1,2002
SCE Japan Studio,SCEA,Action RPG,Rated T For Teen,300.0,1,2014
Psytec Games Ltd,Psytec Games Ltd,First-Person Adventure,Rated E For Everyone,23.0,1,2016
Parallax Software,Parallax Software,Action,Rated M For Mature,16.0,0,2010
Team17,Acclaim,Artillery,Rated T For Teen,20.0,0,2004
"Pipeworks Software, Inc.",Midway,Action,Rated E +10 For Everyone +10,8.0,0,2006
Image & Form,Image & Form,Turn-Based Strategy,Rated E +10 For Everyone +10,100.0,1,2015
Polygon Magic,Sega,Light Gun,Rated T For Teen,21.0,1,2007
Capcom Vancouver,Capcom,Open-World Action,Rated M For Mature,77.0,1,2011
Gaming Minds Studios,Kalypso,Real-Time Strategy,Rated T For Teen,55.0,0,2015
Atlus,Atlus,RPG,Rated M For Mature,212.0,0,2006
Capcom,Capcom,Action RPG,Rated E For Everyone,21.0,0,2007
Nucleosys,Got Game Entertainment,Point-and-Click,Rated T For Teen,53.0,1,2006
Creative Assembly,Sega,Real-Time Strategy,Rated T For Teen,879.0,1,2009
Midway,Midway,Football,Rated E For Everyone,15.0,1,2002
Brownie Brown,Ignition Entertainment,Real-Time Tactics,Rated E For Everyone,8.0,1,2009
Capcom Vancouver,Capcom,Open-World Action,Rated M For Mature,82.0,0,2017
Ryu ga Gotoku Studios,Sega,3D Fighting,Rated T For Teen,58.0,0,2021
Mojang AB,Xbox Game Studios,Action RPG,Rated E +10 For Everyone +10,427.0,0,2020
Blizzard Entertainment,Blizzard Entertainment,MMORPG,Rated T For Teen,286.0,0,2019
h.a.n.d. Inc.,Level 5,Puzzle,Rated E +10 For Everyone +10,48.0,0,2017
Telltale Games,Telltale Games,Point-and-Click,Rated M For Mature,207.0,1,2014
Toylogic,Microsoft Game Studios,Action,Rated T For Teen,132.0,0,2012
Croteam,Devolver Digital,FPS,Rated M For Mature,232.0,1,2009
Team17,Team17,Artillery,Rated E +10 For Everyone +10,211.0,0,2010
Double Fine Productions,Double Fine Productions,Third-Person Adventure,Rated T For Teen,309.0,1,2015
EA Games,EA Games,JRPG,Rated T For Teen,19.0,1,2004
Team Ninja,Tecmo Koei Games,3D Fighting,Rated T For Teen,138.0,1,2011
Altar Interactive,Virgin Interactive,Command RTS,Rated T For Teen,72.0,1,2001
Koei,Koei,Turn-Based Strategy,Rated T For Teen,13.0,0,2002
Polyphony Digital,SCEA,Auto Racing Sim,Rated E For Everyone,95.0,1,2009
Bethesda Game Studios,Bethesda Softworks,Western RPG,Rated M For Mature,223.0,0,2016
NCSOFT,NCSOFT,MMORPG,Rated T For Teen,16.0,0,2007
Gloomywood,Gloomywood,Action Adventure,Rated M For Mature,30.0,0,2017
Sega AM2,Sega,Volleyball,Rated E For Everyone,10.0,1,2002
Team Ninja,Nintendo,Action RPG,Rated T For Teen,386.0,0,2019
UTV Ignition Games,UTV Ignition Games,Puzzle,Rated E For Everyone,10.0,1,2011
Zen Studios,Zen Studios,Pinball,Rated E +10 For Everyone +10,21.0,1,2012
Namco Bandai Games,Namco Bandai Games,Party,Rated E +10 For Everyone +10,37.0,1,2011
Broken Rules,Broken Rules,2D Platformer,Rated E +10 For Everyone +10,5.0,0,2022
Studio Gigante,THQ,Wrestling,Rated T For Teen,11.0,0,2005
Garage 227,1C Entertainment,2D Platformer,Rated E For Everyone,6.0,0,2016
Warner Bros. Interactive Entertainment,Warner Bros. Interactive Entertainment,Western RPG,Rated M For Mature,188.0,0,2014
Konami,Konami,Action,Rated E For Everyone,5.0,0,2011
EA Canada,EA Sports,Basketball Sim,Rated E For Everyone,10.0,0,2005
BattleGoat Studios,Strategy First,Turn-Based Strategy,Rated E +10 For Everyone +10,14.0,0,2005
Team Ninja,Tecmo,3D Fighting,Rated T For Teen,56.0,1,2001
Krome Studios,Microsoft Game Studios,Party,Rated E For Everyone,20.0,0,2007
Red Tribe,Warner Bros. Interactive Entertainment,3D Platformer,Rated E +10 For Everyone +10,5.0,1,2007
Headstrong Games,Sega,Light Gun,Rated M For Mature,43.0,1,2011
Frogwares,Atlus,Third-Person Adventure,Rated M For Mature,32.0,1,2012
Nintendo,Nintendo,Action Adventure,Rated E For Everyone,101.0,0,2004
Anchor (Legacy),THQ,Wrestling,Rated T For Teen,12.0,1,2003
Cinemaware,O3 Entertainment,FPS,Rated M For Mature,152.0,0,2004
Happy Volcano,Happy Volcano,Auto Racing,Rated E For Everyone,10.0,0,2022
TKO Software,Electronic Arts,FPS,Rated T For Teen,64.0,0,2003
Raylight Studios,Destination Software,Space Combat Sim,Rated T For Teen,5.0,1,2003
Visual Concepts,Sega,Football Sim,Rated E For Everyone,95.0,0,2000
Gaijin Entertainment,505 Games,Aircraft Combat Sim,Rated T For Teen,11.0,0,2009
Mega Cat Studios,Mega Cat Studios,2D Beat-'Em-Up,Rated T For Teen,8.0,0,2018
Monkey Bar Games,Namco Bandai Games,3D Platformer,Rated E +10 For Everyone +10,25.0,0,2013
Idea Factory,Idea Factory,Visual Novel,Rated M For Mature,13.0,1,2017
Shaba Games,Activision,3D Fighting,Rated E +10 For Everyone +10,36.0,0,2005
Wow Entertainment,Namco,Light Gun,Rated T For Teen,9.0,0,2001
Visual Concepts,2K Games,Basketball Sim,Rated E For Everyone,327.0,0,2016
Ubisoft Paris,Ubisoft,FPS,Rated T For Teen,89.0,1,2010
Square Enix,Square Enix,Turn-Based Tactics,Rated T For Teen,31.0,1,2004
Atlus,Atlus,Rhythm,Rated T For Teen,149.0,0,2018
Mega Crit Games,Mega Crit Games,Card Battle,Rated E +10 For Everyone +10,730.0,1,2019
BioWare,Electronic Arts,MMORPG,Rated T For Teen,2905.0,0,2011
Pontoco,Pontoco,First-Person Adventure,Rated E For Everyone,7.0,0,2023
Fallen Tree Games,Curve Digital,Open-World Action,Rated M For Mature,21.0,0,2019
Mass Media,2K Games,Party,Rated E +10 For Everyone +10,12.0,0,2018
Tate Interactive,Atari SA,3D Platformer,Rated E For Everyone,17.0,1,2006
Turn 10,Microsoft Game Studios,Auto Racing Sim,Rated E For Everyone,447.0,1,2009
Yuke's,THQ,Wrestling,Rated T For Teen,38.0,0,2008
Insomniac Games,SCEA,3D Platformer,Rated T For Teen,590.0,1,2004
Pam Development,2K Sports,Tennis,Rated E For Everyone,18.0,1,2008
Studio 33,Gathering,Auto Racing,Rated T For Teen,12.0,1,2004
Epic Games,Microsoft Game Studios,Third Person Shooter,Rated M For Mature,994.0,0,2013
IllFonic,IllFonic,Third Person Shooter,Rated T For Teen,55.0,0,2021
Codemasters,Codemasters,Auto Racing Sim,Rated T For Teen,118.0,1,2009
Nd Cube,Nintendo,Party,Rated E For Everyone,180.0,0,2013
Rebellion,Eidos Interactive,FPS,Rated M For Mature,26.0,0,2009
Capcom,Bandai America Inc.,Vehicle Combat Sim,Rated T For Teen,10.0,1,2005
Bluepoint Games,SCEA,Compilation,Rated T For Teen,3634.0,1,2015
Media Molecule,SCEA,2D Platformer,Rated E For Everyone,856.0,1,2011
From Software,Agetec,Vehicle Combat Sim,Rated T For Teen,12.0,1,2001
Monte Cristo,DreamCatcher Interactive,Action Adventure,Rated T For Teen,5.0,1,2003
High Voltage Software,Sega,FPS,Rated T For Teen,67.0,1,2011
Inverge Studios,"Factoria Cultural Gestio, S.L.",3D Platformer,Rated E +10 For Everyone +10,27.0,0,2019
TOSE,Natsume,Tycoon,Rated E For Everyone,48.0,0,2004
PlatinumGames,PlatinumGames,2D Platformer,Rated T For Teen,69.0,1,2020
Ubisoft,Ubisoft,Action Adventure,Rated E For Everyone,6.0,0,2004
The Sims Studio,Electronic Arts,Virtual Life,Rated T For Teen,59.0,0,2012
tiger & squid,Team17,Action Adventure,Rated E For Everyone,30.0,0,2015
Artificial Mind and Movement,LucasArts,Linear Action Adventure,Rated T For Teen,20.0,0,2009
Nicalis,Nicalis,Stacking Puzzle,Rated E +10 For Everyone +10,12.0,1,2019
Dingaling,Dingaling,RPG,Rated M For Mature,195.0,1,2014
Omega Force,Koei Tecmo Games,3D Beat-'Em-Up,Rated T For Teen,601.0,1,2018
Sting,Atlus,Roguelike,Rated T For Teen,14.0,1,2008
Pathea Games,Pathea Games,RPG,Rated E +10 For Everyone +10,29.0,0,2023
Nival Interactive,cdv Software,Real-Time Tactics,Rated T For Teen,50.0,1,2003
Neversoft Entertainment,Activision,Action Adventure,Rated E For Everyone,328.0,1,2000
Lionhead Studios,Microsoft Game Studios,3D Beat-'Em-Up,Rated E +10 For Everyone +10,34.0,0,2012
AWE Games,The Adventure Company,Third-Person Adventure,Rated T For Teen,7.0,1,2007
Bizarre Creations,Microsoft Game Studios,Auto Racing Sim,Rated E For Everyone,59.0,1,2003
Microvision,Namco Bandai Games,JRPG,Rated E +10 For Everyone +10,14.0,0,2006
CD Projekt Red Studio,Atari SA,Action RPG,Rated M For Mature,3273.0,1,2008
Blizzard Entertainment,Blizzard Entertainment,Action RPG,Rated M For Mature,10293.0,0,2012
The Sims Studio,Electronic Arts,Virtual Life,Rated T For Teen,58.0,0,2012
Turn 10,Microsoft Game Studios,Auto Racing Sim,Rated E For Everyone,775.0,1,2011
VD-DEV,VD-DEV,Future Racing,Rated E For Everyone,19.0,0,2019
Heavy Iron Studios,THQ,3D Platformer,Rated E For Everyone,77.0,1,2003
Tecmo,Tecmo,Survival,Rated M For Mature,99.0,1,2005
Jupiter Corporation,Square Enix,Action RPG,Rated E For Everyone,269.0,1,2004
TOSE,Sega,Auto Racing Sim,Rated E For Everyone,16.0,1,2000
Playwing,Playwing,Aircraft Combat Sim,Rated E +10 For Everyone +10,20.0,0,2021
Treyarch,Activision,FPS,Rated M For Mature,2833.0,0,2012
Black Element,IDEA Games,FPS,Rated M For Mature,70.0,0,2007
Cavia Inc.,Bandai,Third Person Shooter,Rated M For Mature,15.0,0,2004
Nippon Ichi Software,NIS America,Turn-Based Tactics,Rated T For Teen,46.0,1,2018
Frontier Developments,LucasArts,Strategy,Rated E +10 For Everyone +10,37.0,0,2007
Black Cactus,Strategy First,Real-Time Strategy,Rated T For Teen,18.0,1,2003
EA DICE,EA Games,FPS,Rated M For Mature,525.0,1,2010
Kluge Interactive,Kluge Interactive,Rhythm,Rated T For Teen,17.0,0,2021
Omega Force,Bandai Namco Games,3D Beat-'Em-Up,Rated T For Teen,123.0,1,2020
Office Create,Majesco,Virtual Career,Rated E For Everyone,14.0,1,2007
Ryu ga Gotoku Studios,Sega,Open-World Action,Rated M For Mature,290.0,1,2011
Rebelmind,cdv Software,Action Adventure,Rated T For Teen,8.0,0,2003
4A Games,Deep Silver,Compilation,Rated M For Mature,1020.0,1,2014
Rockstar Leeds,Rockstar Games,Open-World Action,Rated M For Mature,1387.0,1,2011
Omega Force,Tecmo Koei Games,3D Beat-'Em-Up,Rated T For Teen,22.0,1,2013
Ryu ga Gotoku Studios,Sega,Third Person Shooter,Rated M For Mature,222.0,1,2012
Capcom,Capcom,Survival,Rated M For Mature,121.0,1,2005
Totally Games,Activision,Space Sim,Rated E For Everyone,41.0,1,2002
Arc System Works,Arc System Works,2D Fighting,Rated T For Teen,128.0,1,2021
Easy Trigger Games,Coffee Stain Studios,2D Platformer,Rated T For Teen,68.0,1,2020
FeelPlus,Konami,2D Beat-'Em-Up,Rated M For Mature,27.0,1,2010
SNK Playmore,SNK Playmore,2D Fighting,Rated T For Teen,13.0,1,2009
Now Production,Activision,3D Beat-'Em-Up,Rated E +10 For Everyone +10,18.0,0,2012
Visual Concepts,2K Games,Basketball Sim,Rated E +10 For Everyone +10,755.0,0,2017
Nintendo EAD Tokyo,Nintendo,Action Puzzle,Rated E For Everyone,491.0,1,2014
Haemimont Games,SouthPeak Games,Management,Rated E +10 For Everyone +10,15.0,0,2008
Spiders,Focus Home Interactive,RPG,Rated E +10 For Everyone +10,20.0,0,2010
EA Sports,EA Sports,Hockey Sim,Rated E +10 For Everyone +10,8.0,0,2006
Choice Provisions,Accolade,2D Platformer,Rated E For Everyone,119.0,0,2019
Frogwares,Focus Home Interactive,Third-Person Adventure,Rated M For Mature,263.0,0,2014
On The Metal Ltd,SCEA,Tycoon,Rated E +10 For Everyone +10,10.0,0,2015
NCSOFT,NCSOFT,MMORPG,Rated M For Mature,282.0,0,2016
RED Entertainment,Nintendo,Trainer RPG,Rated E +10 For Everyone +10,32.0,0,2015
Marvelous AQL,XSEED Games,Strategy,Rated E +10 For Everyone +10,73.0,1,2015
EA Tiburon,Electronic Arts,Football,Rated E +10 For Everyone +10,14.0,0,2012
NapNok Games,Sony Interactive Entertainment,Party,Rated E For Everyone,21.0,0,2018
Venom Games,Ubisoft,Combat Sport,Rated T For Teen,9.0,1,2004
Namco Bandai Games,Namco Bandai Games,Arcade,Rated E For Everyone,10.0,0,2006
Different Tuna,Different Tuna,Racing,Rated E +10 For Everyone +10,13.0,1,2012
Capcom,Capcom,Survival,Rated M For Mature,97.0,0,2017
RideonJapan,CIRCLE Entertainment,Turn-Based Tactics,Rated T For Teen,8.0,0,2018
M2,Sega,Aircraft Combat Sim,Rated E +10 For Everyone +10,5.0,0,2020
Sting,Atlus,Turn-Based Tactics,Rated T For Teen,23.0,1,2008
Creative Assembly,Activision,Real-Time Strategy,Rated T For Teen,33.0,1,2003
Robomodo,Activision,Skating,Rated E +10 For Everyone +10,6.0,0,2009
Capcom,Capcom,Action RPG,Rated E For Everyone,23.0,0,2004
Acclaim Studios Cheltenham,Acclaim,Future Racing,Rated E For Everyone,9.0,0,2001
Blizzard Entertainment,Blizzard Entertainment,MMORPG,Rated T For Teen,2542.0,0,2018
Denki,UTV Ignition Games,Strategy,Rated E +10 For Everyone +10,14.0,1,2012
EA Canada,EA Sports,Soccer Sim,Rated E For Everyone,12.0,1,2005
Nintendo,Nintendo,Virtual Life,Rated E For Everyone,946.0,1,2013
Monokel,Thunderful,2D Platformer,Rated T For Teen,6.0,0,2021
Gaijin Entertainment,YuPlay,Aircraft Combat Sim,Rated T For Teen,71.0,0,2009
BumbleBeast,HD Interactive,Auto Racing,Rated E For Everyone,5.0,0,2002
Double Eleven,Double Eleven,Turn-Based Tactics,Rated T For Teen,39.0,0,2014
Merj Media,Merj Media,Dancing,Rated E For Everyone,20.0,0,2017
Zen Studios,Microsoft Game Studios,Defense,Rated T For Teen,37.0,0,2013
Gamepires,Gamepires,Auto Racing,Rated T For Teen,59.0,1,2012
Sonic Team,THQ,3D Fighting,Rated E For Everyone,57.0,1,2004
Lionhead Studios,Microsoft Game Studios,Action RPG,Rated M For Mature,20.0,1,2011
Frima Studio,Frima Studio,2D Platformer,Rated E For Everyone,61.0,1,2014
StellarVR,StellarVR,Real-Time Strategy,Rated E +10 For Everyone +10,23.0,0,2017
Omega Force,Koei Tecmo Games,3D Beat-'Em-Up,Rated T For Teen,72.0,0,2015
Bonus Level Entertainment,Bonus Level Entertainment,2D Platformer,Rated E For Everyone,25.0,0,2018
Oscar Brittain,Akupara Games,Future Racing,Rated M For Mature,7.0,0,2018
Bandai Namco Games,Bandai Namco Games,Action,Rated M For Mature,10.0,0,2015
Mass Media,Namco,Compilation,Rated E For Everyone,9.0,1,2001
NinjaBee,NinjaBee,2D Platformer,Rated E +10 For Everyone +10,9.0,1,2006
One Bit Beyond,Devolver Digital,Action RPG,Rated E +10 For Everyone +10,45.0,0,2018
Marvelous Inc.,PQube,3D Beat-'Em-Up,Rated M For Mature,23.0,1,2016
La Moutarde,Playdius,Rhythm,Rated E +10 For Everyone +10,10.0,1,2018
High Voltage Software,Warner Bros. Interactive Entertainment,2D Fighting,Rated M For Mature,800.0,1,2013
Crystal Dynamics,Eidos Interactive,Linear Action Adventure,Rated T For Teen,67.0,1,2007
Electronic Arts,Electronic Arts,Soccer Sim,Rated E For Everyone,366.0,0,2011
TOSE,Square Enix,Action RPG,Rated T For Teen,1218.0,1,2022
Infinite Monkeys,Infinite Monkeys,2D Platformer,Rated E +10 For Everyone +10,12.0,0,2016
OXiAB Game Studio,OXiAB Game Studio,2D Platformer,Rated E For Everyone,19.0,0,2015
Raven Software,Activision,FPS,Rated M For Mature,120.0,1,2010
Eugen Systems,Focus Home Interactive,Real-Time Tactics,Rated T For Teen,268.0,1,2013
TOSE,Konami,2D Platformer,Rated E For Everyone,11.0,0,2002
Codemasters,Codemasters,Auto Racing Sim,Rated E +10 For Everyone +10,66.0,0,2012
TOSE,Square Enix,JRPG,Rated T For Teen,56.0,0,2007
Kadokawa,NIS America,Turn-Based Tactics,Rated T For Teen,16.0,0,2018
Monolith Productions,GT Interactive,FPS,Rated M For Mature,147.0,1,1997
Vogster,Tecmo,Real-Time Strategy,Rated E +10 For Everyone +10,9.0,0,2008
4J Studios,Microsoft Game Studios,Sandbox,Rated E +10 For Everyone +10,1119.0,1,2012
Over the Top Games,Over the Top Games,2D Platformer,Rated E For Everyone,16.0,0,2009
Team Cherry,Team Cherry,Metroidvania,Rated E +10 For Everyone +10,2411.0,1,2018
Momentum DMT,Strategy First,Third-Person Adventure,Rated M For Mature,24.0,0,2007
Neversoft Entertainment,Activision,Rhythm,Rated T For Teen,33.0,0,2008
Sega,Sega,Rhythm,Rated T For Teen,78.0,1,2017
Yuke's,THQ,Wrestling,Rated T For Teen,104.0,1,2012
Rocksteady Studios,Warner Bros. Interactive Entertainment,Open-World Action,Rated T For Teen,2419.0,1,2011
Bizarre Creations,Sega,Third Person Shooter,Rated M For Mature,21.0,0,2008
id Software,Bethesda Softworks,FPS,Rated M For Mature,15.0,0,2010
Q-Games,SCEA,Defense,Rated E For Everyone,18.0,0,2008
Blue Byte,Ubisoft,Management,Rated E +10 For Everyone +10,43.0,0,2007
Action Forms Ltd.,WizardWorks,FPS,Rated T For Teen,5.0,0,2001
4Head Studios,Aspyr,Real-Time Strategy,Rated T For Teen,48.0,0,2006
Tri-Ace,SCEA,JRPG,Rated E For Everyone,69.0,1,1999
Max Five,Atlus,Turn-Based Tactics,Rated E For Everyone,12.0,0,2001
La Cosa Entertainment,La Cosa Entertainment,2D Platformer,Rated E +10 For Everyone +10,35.0,0,2016
Volition Inc.,THQ,Third Person Shooter,Rated M For Mature,136.0,1,2009
Marvelous First Studio,Bandai Namco Games,Action RPG,Rated T For Teen,70.0,0,2019
Blue Manchu,Humble Games,FPS,Rated M For Mature,96.0,0,2019
Big Pixel Studios,Big Pixel Studios,2D Platformer,Rated T For Teen,7.0,0,2015
SideQuest Studios,SideQuest Studios,Turn-Based Tactics,Rated E +10 For Everyone +10,15.0,0,2018
EA Games,EA Games,Action RPG,Rated T For Teen,188.0,1,2003
Ubisoft Montreal,Ubisoft,Open-World Action,Rated M For Mature,275.0,0,2013
Blizzard Entertainment,Blizzard Entertainment,MMORPG,Rated T For Teen,3153.0,1,2004
Cyanide,Focus Home Interactive,Action Adventure,Rated M For Mature,345.0,0,2014
From Software,Namco Bandai Games,Vehicle Combat Sim,Rated T For Teen,44.0,1,2013
Deqaf Studio,No Gravity Games,Adventure,Rated T For Teen,8.0,0,2020
Electronic Arts,EA Sports,Soccer Sim,Rated E For Everyone,478.0,0,2012
Spiral Game Studios,Spiral Game Studios,FPS,Rated T For Teen,404.0,0,2012
VooFoo Studios,Ripstone,Board,Rated E For Everyone,19.0,0,2014
Black Element,Cenega Publishing,Survival,Rated T For Teen,25.0,1,2004
Square Enix,Square Enix,Roguelike,Rated E +10 For Everyone +10,30.0,1,2019
Ryu ga Gotoku Studios,Sega,Action Adventure,Rated M For Mature,117.0,1,2023
Nintendo Software Technology,Nintendo,Matching Puzzle,Rated E For Everyone,43.0,1,2000
Ubisoft,Bandai Namco Games,Open-World Action,Rated M For Mature,246.0,0,2018
Ripstone,Ripstone,Board,Rated E For Everyone,26.0,0,2017
Genius Sonority Inc.,Nintendo,Matching Puzzle,Rated E For Everyone,16.0,1,2006
Arc System Works,XSEED Games,2D Fighting,Rated T For Teen,95.0,0,2020
